method_id,project,file_path,startline,endline,method_loc,method_name,method_source,srp_score_llm,srp_label_llm,srp_confidence_llm,srp_notes_llm,ocp_score_llm,ocp_label_llm,ocp_confidence_llm,ocp_notes_llm,dip_score_llm,dip_label_llm,dip_confidence_llm,dip_notes_llm,overall_solid_score,overall_flags
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/type/OracleUserDefinedTypeExporter.java:41-273,hibernate-orm,systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/type/OracleUserDefinedTypeExporter.java,41,273,233,getSqlCreateStrings,"public String [] getSqlCreateStrings (UserDefinedArrayType userDefinedType, Metadata metadata, SqlStringGenerationContext context) {
    final QualifiedName typeName = new QualifiedNameParser.NameParts (Identifier.toIdentifier (userDefinedType.getCatalog (), userDefinedType.isCatalogQuoted ()), Identifier.toIdentifier (userDefinedType.getSchema (), userDefinedType.isSchemaQuoted ()), userDefinedType.getNameIdentifier ());
    final String arrayTypeName = context.format (typeName);
    final Integer arraySqlTypeCode = userDefinedType.getArraySqlTypeCode ();
    final String elementType = userDefinedType.getElementTypeName ();
    if (arraySqlTypeCode == null || arraySqlTypeCode == TABLE) {
        return new String [] {""create or replace type "" + arrayTypeName + "" as table of "" + elementType};
    }
    final int arrayLength = userDefinedType.getArrayLength ();
    final Integer elementSqlTypeCode = userDefinedType.getElementSqlTypeCode ();
    final Integer elementDdlTypeCode = userDefinedType.getElementDdlTypeCode ();
    final String jsonTypeName = metadata.getDatabase ().getTypeConfiguration ().getDdlTypeRegistry ().getTypeName (SqlTypes.JSON, dialect);
    final String valueExpression = determineValueExpression (""t.value"", elementSqlTypeCode, elementDdlTypeCode, elementType);
    final String jsonElementType = determineJsonElementType (elementSqlTypeCode, elementDdlTypeCode, elementType);
    final boolean isBooleanType = elementType.equalsIgnoreCase (""boolean"");
    return new String [] {""create or replace type "" + arrayTypeName + "" as varying array("" + arrayLength + "") of "" + elementType, ""create or replace function "" + arrayTypeName + ""_cmp(a in "" + arrayTypeName + "", b in "" + arrayTypeName + "") return number deterministic is begin "" + ""if a is null or b is null then return null; end if; "" + ""for i in 1 .. least(a.count,b.count) loop "" + ""if a(i) is null or b(i) is null then return null;"" + ""elsif a(i)>b(i) then return 1;"" + ""elsif a(i)<b(i) then return -1; "" + ""end if; "" + ""end loop; "" + ""if a.count=b.count then return 0; elsif a.count>b.count then return 1; else return -1; end if; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_distinct(a in "" + arrayTypeName + "", b in "" + arrayTypeName + "") return number deterministic is begin "" + ""if a is null and b is null then return 0; end if; "" + ""if a is null or b is null or a.count <> b.count then return 1; end if; "" + ""for i in 1 .. a.count loop "" + ""if (a(i) is null)<>(b(i) is null) or a(i)<>b(i) then return 1; end if; "" + ""end loop; "" + ""return 0; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_position(arr in "" + arrayTypeName + "", elem in "" + getRawTypeName (elementType) + "", startPos in number default 1) return number deterministic is begin "" + ""if arr is null then return null; end if; "" + ""if elem is null then "" + ""for i in startPos .. arr.count loop "" + ""if arr(i) is null then return i; end if; "" + ""end loop; "" + ""else "" + ""for i in startPos .. arr.count loop "" + ""if arr(i)=elem then return i; end if; "" + ""end loop; "" + ""end if; "" + ""return 0; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_length(arr in "" + arrayTypeName + "") return number deterministic is begin "" + ""if arr is null then return null; end if; "" + ""return arr.count; "" + ""end;"", createOrReplaceConcatFunction (arrayTypeName), ""create or replace function "" + arrayTypeName + ""_includes(haystack in "" + arrayTypeName + "", needle in "" + arrayTypeName + "", nullable in number) return number deterministic is found number(1,0); begin "" + ""if haystack is null or needle is null then return null; end if; "" + ""for i in 1 .. needle.count loop "" + ""found := 0; "" + ""for j in 1 .. haystack.count loop "" + ""if nullable = 1 and needle(i) is null and haystack(j) is null or needle(i)=haystack(j) then found := 1; exit; end if; "" + ""end loop; "" + ""if found = 0 then return 0; end if;"" + ""end loop; "" + ""return 1; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_intersects(haystack in "" + arrayTypeName + "", needle in "" + arrayTypeName + "", nullable in number) return number deterministic is begin "" + ""if haystack is null or needle is null then return null; end if; "" + ""if needle.count = 0 then return 1; end if; "" + ""for i in 1 .. needle.count loop "" + ""for j in 1 .. haystack.count loop "" + ""if nullable = 1 and needle(i) is null and haystack(j) is null or needle(i)=haystack(j) then return 1; end if; "" + ""end loop; "" + ""end loop; "" + ""return 0; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_get(arr in "" + arrayTypeName + "", idx in number) return "" + getRawTypeName (elementType) + "" deterministic is begin "" + ""if arr is null or idx is null or arr.count < idx then return null; end if; "" + ""return arr(idx); "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_set(arr in "" + arrayTypeName + "", idx in number, elem in "" + getRawTypeName (elementType) + "") return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is not null then "" + ""for i in 1 .. arr.count loop "" + ""res.extend; "" + ""res(i) := arr(i); "" + ""end loop; "" + ""for i in arr.count+1 .. idx loop "" + ""res.extend; "" + ""end loop; "" + ""else "" + ""for i in 1 .. idx loop "" + ""res.extend; "" + ""end loop; "" + ""end if; "" + ""res(idx) := elem; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_remove(arr in "" + arrayTypeName + "", elem in "" + getRawTypeName (elementType) + "") return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" +
      ""if arr is null then return null; end if; "" + ""if elem is null then "" + ""for i in 1 .. arr.count loop "" + ""if arr(i) is not null then res.extend; res(res.last) := arr(i); end if; "" + ""end loop; "" + ""else "" + ""for i in 1 .. arr.count loop "" + ""if arr(i) is null or arr(i)<>elem then res.extend; res(res.last) := arr(i); end if; "" + ""end loop; "" + ""end if; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_remove_index(arr in "" + arrayTypeName + "", idx in number) return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is null or idx is null then return arr; end if; "" + ""for i in 1 .. arr.count loop "" + ""if i<>idx then res.extend; res(res.last) := arr(i); end if; "" + ""end loop; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_slice(arr in "" + arrayTypeName + "", startIdx in number, endIdx in number) return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is null or startIdx is null or endIdx is null then return null; end if; "" + ""for i in startIdx .. least(arr.count,endIdx) loop "" + ""res.extend; res(res.last) := arr(i); "" + ""end loop; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_replace(arr in "" + arrayTypeName + "", old in "" + getRawTypeName (elementType) + "", elem in "" + getRawTypeName (elementType) + "") return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is null then return null; end if; "" + ""if old is null then "" + ""for i in 1 .. arr.count loop "" + ""res.extend; "" + ""res(res.last) := coalesce(arr(i),elem); "" + ""end loop; "" + ""else "" + ""for i in 1 .. arr.count loop "" + ""res.extend; "" + ""if arr(i) = old then "" + ""res(res.last) := elem; "" + ""else "" + ""res(res.last) := arr(i); "" + ""end if; "" + ""end loop; "" + ""end if; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_trim(arr in "" + arrayTypeName + "", elems number) return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is null or elems is null then return null; end if; "" + ""if arr.count < elems then raise_application_error (-20000, 'number of elements to trim must be between 0 and '||arr.count); end if;"" + ""for i in 1 .. arr.count-elems loop "" + ""res.extend; "" + ""res(i) := arr(i); "" + ""end loop; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_fill(elem in "" + getRawTypeName (elementType) + "", elems number) return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if elems is null then return null; end if; "" + ""if elems<0 then raise_application_error (-20000, 'number of elements must be greater than or equal to 0'); end if;"" + ""for i in 1 .. elems loop "" + ""res.extend; "" + ""res(i) := elem; "" + ""end loop; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_positions(arr in "" + arrayTypeName + "", elem in "" + getRawTypeName (elementType) + "") return sdo_ordinate_array deterministic is "" + ""res sdo_ordinate_array:=sdo_ordinate_array(); begin "" + ""if arr is null then return null; end if; "" + ""if elem is null then "" + ""for i in 1 .. arr.count loop "" + ""if arr(i) is null then res.extend; res(res.last):=i; end if; "" + ""end loop; "" + ""else "" + ""for i in 1 .. arr.count loop "" + ""if arr(i)=elem then res.extend; res(res.last):=i; end if; "" + ""end loop; "" + ""end if; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_to_string(arr in "" + arrayTypeName + "", sep in varchar2, nullVal in varchar2) return varchar2 deterministic is "" + ""res varchar2(4000):=''; begin "" + ""if arr is null or sep is null then return null; end if; "" + ""for i in 1 .. arr.count loop "" + ""if arr(i) is not null then "" + ""if length(res)<>0 then res:=res||sep; end if; "" + (! isBooleanType ? ""res:=res||arr(i); "" : ""if arr(i) then res:=res||'true'; else res:=res||'false'; end if; "") +
      ""elsif nullVal is not null then "" + ""if length(res)<>0 then res:=res||sep; end if; "" + ""res:=res||nullVal; "" + ""end if; "" + ""end loop; "" + ""return res; "" + ""end;"", ""create or replace function "" + arrayTypeName + ""_from_json(arr in "" + jsonTypeName + "") return "" + arrayTypeName + "" deterministic is "" + ""res "" + arrayTypeName + "":="" + arrayTypeName + ""(); begin "" + ""if arr is null then return null; end if; "" + ""select "" + valueExpression + "" bulk collect into res "" + ""from json_table(arr,'$[*]' columns (value "" + jsonElementType + "" path '$')) t; "" + ""return res; "" + ""end;""};
}",0,Violated,0.85,,0,Violated,0.8,,1,Partial,0.55,needs_more_context: cannot determine whether QualifiedNameParser.NameParts is a simple value/helper or a replaceable collaborator; also 'dialect' is referenced but not shown (likely a field).,1,needs_more_context
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/grid/web/JarFileResource.java:89-104,selenium,systems/Projects/selenium-trunk/java/src/org/openqa/selenium/grid/web/JarFileResource.java,89,104,16,list,"public Set < Resource > list () {
    if (! isDirectory ()) {
        return ImmutableSet.of ();
    }
    String prefix = entryName.endsWith (""/"") ? entryName : entryName + ""/"";
    int count = prefix.split (""/"").length + 1;
    return jarFile.stream ().filter (e -> e.getName ().startsWith (prefix)).filter (e -> ! e.getName ().equals (entryName)).filter (e -> ! e.getName ().equals (prefix)).filter (e -> e.getName ().split (""/"").length == count).map (e -> new JarFileResource (jarFile, e.getName (), prefix)).collect (ImmutableSet.toImmutableSet ());
}",2,Compliant,0.78,,2,Compliant,0.7,,1,Partial,0.55,needs_more_context: cannot determine whether JarFileResource is a replaceable collaborator or simply the value/object type being listed.,5,needs_more_context
systems/Projects/junit5-main/junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ForkJoinPoolHierarchicalTestExecutorService.java:84-90,junit5,systems/Projects/junit5-main/junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ForkJoinPoolHierarchicalTestExecutorService.java,84,90,7,ForkJoinPoolHierarchicalTestExecutorService,"ForkJoinPoolHierarchicalTestExecutorService (ParallelExecutionConfiguration configuration, TaskEventListener taskEventListener) {
    forkJoinPool = createForkJoinPool (configuration);
    this.taskEventListener = taskEventListener;
    parallelism = forkJoinPool.getParallelism ();
    LoggerFactory.getLogger (getClass ()).config (() -> ""Using ForkJoinPool with parallelism of "" + parallelism);
}",1,Partial,0.55,Constructor mixes object initialization with logging; whether logging is considered part of the single responsibility depends on broader class conventions.,2,Compliant,0.75,,0,Violated,0.8,Static logger factory usage introduces a hard dependency on the logging implementation.,3,needs_more_context
systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/visualizers/backend/graphite/GraphiteBackendListenerClient.java:301-331,jmeter,systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/visualizers/backend/graphite/GraphiteBackendListenerClient.java,301,331,31,setupTest,"public void setupTest (BackendListenerContext context) throws Exception {
    String graphiteMetricsSenderClass = context.getParameter (GRAPHITE_METRICS_SENDER);
    String graphiteHost = context.getParameter (GRAPHITE_HOST);
    int graphitePort = context.getIntParameter (GRAPHITE_PORT, DEFAULT_PLAINTEXT_PROTOCOL_PORT);
    summaryOnly = context.getBooleanParameter (SUMMARY_ONLY, true);
    samplersList = context.getParameter (SAMPLERS_LIST, """");
    useRegexpForSamplersList = context.getBooleanParameter (USE_REGEXP_FOR_SAMPLERS_LIST, false);
    String rootMetricsPrefix = context.getParameter (ROOT_METRICS_PREFIX, DEFAULT_METRICS_PREFIX);
    String [] percentilesStringArray = context.getParameter (PERCENTILES, DEFAULT_METRICS_PREFIX).split (SEPARATOR);
    okPercentiles = new HashMap < > (percentilesStringArray.length);
    koPercentiles = new HashMap < > (percentilesStringArray.length);
    allPercentiles = new HashMap < > (percentilesStringArray.length);
    Arrays.stream (percentilesStringArray).map (String :: trim).filter (StringUtils :: isNotEmpty).forEach (this :: initPercentileMaps);
    Class < ? > clazz = Class.forName (graphiteMetricsSenderClass);
    this.graphiteMetricsManager = (GraphiteMetricsSender) clazz.getDeclaredConstructor ().newInstance ();
    graphiteMetricsManager.setup (graphiteHost, graphitePort, rootMetricsPrefix);
    if (useRegexpForSamplersList) {
        pattern = Pattern.compile (samplersList);
    }
    else {
        String [] samplers = samplersList.split (SEPARATOR);
        samplersToFilter = new HashSet < > ();
        Collections.addAll (samplersToFilter, samplers);
    }
    scheduler = Executors.newScheduledThreadPool (MAX_POOL_SIZE);
    this.timerHandle = scheduler.scheduleAtFixedRate (this, SEND_INTERVAL, SEND_INTERVAL, TimeUnit.SECONDS);
}",0,Violated,0.75,"Method mixes configuration parsing, reflection-based component creation, filter setup, and thread scheduling.",1,Partial,0.55,"Only a single if/else branch is present; reflection suggests extension via configuration, but whether this is a stable extensibility mechanism requires more context.",0,Violated,0.8,"Method constructs key runtime collaborators internally (scheduler and metrics sender), reducing replaceability via injection.",1,needs_more_context
systems/Projects/struts-main/plugins/tiles/src/main/java/org/apache/tiles/web/jsp/taglib/InsertDefinitionTag.java:243-256,struts,systems/Projects/struts-main/plugins/tiles/src/main/java/org/apache/tiles/web/jsp/taglib/InsertDefinitionTag.java,243,256,14,doTag,"public void doTag () throws JspException, IOException {
    AutotagRuntime < org.apache.tiles.request.Request > runtime = new org.apache.tiles.request.jsp.autotag.JspAutotagRuntime ();
    if (runtime instanceof SimpleTagSupport) {
        SimpleTagSupport tag = (SimpleTagSupport) runtime;
        tag.setJspContext (getJspContext ());
        tag.setJspBody (getJspBody ());
        tag.setParent (getParent ());
        tag.doTag ();
    }
    org.apache.tiles.request.Request request = runtime.createRequest ();
    ModelBody modelBody = runtime.createModelBody ();
    model.execute (definitionName, template, templateType, templateExpression, role, preparer, flush, request, modelBody);
}",1,Partial,0.55,Method mixes runtime/tag setup/execution with request/body creation and a model execution call; whether these are one cohesive responsibility depends on surrounding class/tag contract.,2,Compliant,0.7,No switch/else-if chains or policy constants; extension risk within this method appears low.,0,Violated,0.85,"Method is tightly coupled to a specific runtime implementation and JSP tag support type, reducing replaceability.",3,needs_more_context
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FieldErrorTagTest.java:96-114,struts,systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FieldErrorTagTest.java,96,114,19,testWithoutParamsWithoutFieldErrors_clearTagStateSet,"public void testWithoutParamsWithoutFieldErrors_clearTagStateSet () throws Exception {
    FieldErrorTag tag = new FieldErrorTag ();
    ((InternalAction) action).setHaveFieldErrors (false);
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setPageContext (pageContext);
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    tag.doEndTag ();
    verify (FieldErrorTagTest.class.getResource (""fielderror-2.txt""));
    FieldErrorTag freshTag = new FieldErrorTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}",2,Compliant,0.72,,2,Compliant,0.7,,1,Partial,0.55,"In a test method, direct construction may be acceptable; without broader context it's unclear whether FieldErrorTag is a replaceable collaborator or just the unit under test.",5,needs_more_context
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/metamodel/internal/RuntimeMetamodelsImpl.java:48-50,hibernate-orm,systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/metamodel/internal/RuntimeMetamodelsImpl.java,48,50,3,getIdentifierPropertyName,"public String getIdentifierPropertyName (String className) throws MappingException {
    return mappingMetamodel.getEntityDescriptor (className).getIdentifierPropertyName ();
}",2,Compliant,0.9,,2,Compliant,0.85,,1,Partial,0.55,"Cannot determine from the method alone whether mappingMetamodel is an abstraction (interface) or a concrete, replaceable dependency.",5,needs_more_context
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/SlimTestSystem.java:141-198,fitnesse,systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/SlimTestSystem.java,141,198,58,evaluateTables,"protected void evaluateTables (List < SlimAssertion > assertions, Map < String, Object > instructionResults) throws SlimCommunicationException {
    boolean IgnoreTestTable = false;
    for (SlimAssertion a : assertions) {
        final String key = a.getInstruction ().getId ();
        Object returnValue = instructionResults.get (key);
        if (! ignoreAllTestsCalled) {
            if (returnValue != null && returnValue.toString ().contains (EXCEPTION_IGNORE_ALL_TESTS_TAG)) {
                ignoreAllTestsCalled = IgnoreTestTable = true;
            }
            else if (returnValue != null && returnValue.toString ().contains (EXCEPTION_IGNORE_SCRIPT_TEST_TAG)) {
                IgnoreTestTable = true;
            }
            else if (IgnoreTestTable) {
                returnValue = ""IGNORE_SCRIPT_TEST"";
            }
        }
        else {
            returnValue = ""IGNORE_SCRIPT_TEST"";
        }
        if (returnValue != null && returnValue instanceof String && ((String) returnValue).startsWith (EXCEPTION_TAG)) {
            SlimExceptionResult exceptionResult = new SlimExceptionResult (key, (String) returnValue);
            if (exceptionResult.isStopTestException ()) {
                stopTestCalled = true;
                stopSuiteCalled = PageData.SUITE_SETUP_NAME.equals (testContext.getPageToTest ().getName ());
            }
            if (exceptionResult.isStopSuiteException ()) {
                stopTestCalled = stopSuiteCalled = true;
            }
            exceptionResult = a.getExpectation ().evaluateException (exceptionResult);
            if (exceptionResult != null) {
                if (! exceptionResult.isCatchException ()) testExceptionOccurred (a, exceptionResult);
                else testAssertionVerified (a, exceptionResult.catchTestResult ());
            }
        }
        else {
            TestResult testResult = a.getExpectation ().evaluateExpectation (returnValue);
            testAssertionVerified (a, testResult);
            if (testResult != null) {
                Map < String, ? > variables = testResult.getVariablesToStore ();
                if (variables != null) {
                    List < Instruction > instructions = new ArrayList < > (variables.size ());
                    int i = 0;
                    for (Entry < String, ? > variable : variables.entrySet ()) {
                        instructions.add (new AssignInstruction (""assign_"" + i ++, variable.getKey (), variable.getValue ()));
                    }
                    if (i > 0) {
                        slimClient.invokeAndGetResponse (instructions);
                    }
                }
            }
        }
    }
}",0,Violated,0.78,,0,Violated,0.74,,0,Violated,0.7,,0,
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/testbeans/gui/ComboStringEditor.java:110-145,jmeter,systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/testbeans/gui/ComboStringEditor.java,110,145,36,ComboStringEditor,"ComboStringEditor (String [] pTags, boolean noEdit, boolean noUndefined, ResourceBundle rb) {
    tags = pTags == null ? ArrayUtils.EMPTY_STRING_ARRAY : pTags.clone ();
    model = new DefaultComboBoxModel < > ();
    if (rb != null && tags.length > 0) {
        validTranslations = new HashMap < > ();
        for (String tag : this.tags) {
            validTranslations.put (tag, rb.getString (tag));
        }
    }
    else {
        validTranslations = null;
    }
    if (! noUndefined) {
        model.addElement (UNDEFINED);
    }
    if (tags.length == 0) {
        this.minTagIndex = Integer.MAX_VALUE;
        this.maxTagIndex = Integer.MIN_VALUE;
    }
    else {
        this.minTagIndex = model.getSize ();
        for (String tag : this.tags) {
            model.addElement (translate (tag));
        }
        this.maxTagIndex = model.getSize ();
    }
    if (! noEdit) {
        model.addElement (EDIT);
    }
    combo = new JComboBox < > (model);
    combo.addItemListener (this);
    combo.setEditable (false);
}",1,Partial,0.55,"Constructor performs several setup steps (data cloning, optional translation map creation, model population, UI component creation/config). Whether these are a single cohesive responsibility depends on class role; needs_more_context.",1,Partial,0.6,"Branching is moderate (not a 3+ variant chain) but encodes configuration-driven behavior and sentinel options; extensibility impact is unclear without broader context (e.g., how options evolve).",0,Violated,0.85,"Method constructs concrete Swing components/models directly, creating tight coupling to specific implementations (replaceability limited).",2,needs_more_context
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/text/AbstractLocalizedTextProvider.java:111-133,struts,systems/Projects/struts-main/core/src/main/java/org/apache/struts2/text/AbstractLocalizedTextProvider.java,111,133,23,findDefaultText,"public String findDefaultText (String textKey, Locale locale) {
    List < String > localList = getCurrentBundleNames ();
    for (String bundleName : localList) {
        ResourceBundle bundle = findResourceBundle (bundleName, locale);
        if (bundle != null) {
            reloadBundles ();
            try {
                return bundle.getString (textKey);
            } catch (MissingResourceException e) {
            }
        }
    }
    if (devMode) {
        LOG.warn (""Missing key [{}] in bundles [{}]!"", textKey, localList);
    }
    else {
        LOG.debug (""Missing key [{}] in bundles [{}]!"", textKey, localList);
    }
    return null;
}",0,Violated,0.75,"Method mixes retrieval, cache/refresh side effects, and logging.",1,Partial,0.55,"Only a single if/else branch is present; unclear if future variants (e.g., different logging/lookup policies) would require modifying this method.",2,Compliant,0.7,Method does not create concrete service dependencies; remaining dependencies appear to be provided via fields/methods.,3,needs_more_context
systems/Projects/SolidLeaning/fitnesse/src/fit/decorator/util/Table.java:126-128,fitnesse,systems/Projects/SolidLeaning/fitnesse/src/fit/decorator/util/Table.java,126,128,3,newParse,"private Parse newParse (Parse columns, Parse nextColumn) {
    return new Parse (stripAngularBrackets (columns.tag), columns.body, columns.parts, nextColumn);
}",2,Compliant,0.78,,2,Compliant,0.72,,1,Partial,0.55,Instantiation may be fine if Parse is a simple data structure; more context about Parse's role is needed.,5,needs_more_context
systems/Projects/jmeter-master/src/components/src/test/java/org/apache/jmeter/visualizers/TestSampleCompareTo.java:51-53,jmeter,systems/Projects/jmeter-master/src/components/src/test/java/org/apache/jmeter/visualizers/TestSampleCompareTo.java,51,53,3,sample,"private Sample sample (long count) {
    return new Sample (""dummy"", 0L, 0L, 0L, 0L, 0L, 0.0, 0L, true, count, 0L);
}",2,Compliant,0.78,,1,Partial,0.55,needs_more_context,1,Partial,0.6,needs_more_context,4,needs_more_context
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/results/SlimExceptionResult.java:114-140,fitnesse,systems/Projects/SolidLeaning/fitnesse/src/fitnesse/testsystems/slim/results/SlimExceptionResult.java,114,140,27,translateExceptionMessage,"private String translateExceptionMessage (String exceptionMessage) {
    String [] tokens = exceptionMessage.split ("" "");
    switch (tokens [0]) {
        case COULD_NOT_INVOKE_CONSTRUCTOR :
            return ""Could not invoke constructor for "" + tokens [1];
        case NO_METHOD_IN_CLASS :
            if (tokens.length == 3) {
                return String.format (""Method %s not found in %s"", tokens [1], tokens [2]);
            }
            else {
                return exceptionMessage.substring (exceptionMessage.indexOf ("" "") + 1);
            }
        case NO_CONSTRUCTOR :
            return String.format (""Could not find constructor for %s"", tokens [1]);
        case NO_CONVERTER_FOR_ARGUMENT_NUMBER :
            return String.format (""No converter for %s"", tokens [1]);
        case NO_INSTANCE :
            return String.format (""The instance %s does not exist"", tokens [1]);
        case NO_CLASS :
            return String.format (""Could not find class %s"", tokens [1]);
        case MALFORMED_INSTRUCTION :
            return String.format (""The instruction %s is malformed"", exceptionMessage.substring (exceptionMessage.indexOf ("" "") + 1));
        case TIMED_OUT :
            return String.format (""The instruction timed out after %s seconds"", tokens [1]);
        default :
            return exceptionMessage;
    }
}",2,Compliant,0.78,,0,Violated,0.86,,2,Compliant,0.9,,4,
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/util/finder/ResourceFinder.java:1115-1158,struts,systems/Projects/struts-main/core/src/main/java/org/apache/struts2/util/finder/ResourceFinder.java,1115,1158,44,findPackagesMap,"public Map < URL, Set < String > > findPackagesMap (String uri) throws IOException {
    String basePath = path + uri;
    LOG.trace (""    basePath(initial): "" + basePath);
    if (! basePath.endsWith (""/"")) {
        basePath += ""/"";
    }
    LOG.trace (""    basePath(final): "" + basePath);
    Enumeration < URL > urlsForURI = getResources (basePath);
    Map < URL, Set < String > > result = new HashMap < > ();
    if (urlsForURI == null) {
        LOG.trace (""Null resources URL enumeration for [{}], should not be possible!"", uri);
        throw new IllegalStateException (""Null resources URL enumeration produced for uri: "" + uri);
    }
    if (! urlsForURI.hasMoreElements ()) {
        LOG.debug (""    urls enumeration for basePath is empty ?"");
    }
    while (urlsForURI.hasMoreElements ()) {
        URL location = urlsForURI.nextElement ();
        LOG.debug (""       url (location): "" + location);
        try {
            if (""jar"".equals (location.getProtocol ())) {
                Set < String > resources = new HashSet < > ();
                readJarDirectoryEntries (location, basePath, resources);
                result.put (location, convertPathsToPackages (resources));
            }
            else if (""file"".equals (location.getProtocol ())) {
                Set < String > resources = new HashSet < > ();
                readSubDirectories (new File (location.toURI ()), uri, resources);
                result.put (location, convertPathsToPackages (resources));
            }
        } catch (Exception e) {
            LOG.debug (""Got exception finding subpackages for {}"", uri, e);
        }
    }
    return result;
}",1,Partial,0.55,"needs_more_context: Method appears to orchestrate multiple steps (path normalization, resource enumeration, protocol handling, conversion, logging). Whether this is a single cohesive responsibility depends on class-level design expectations.",1,Partial,0.6,needs_more_context: Only two branches are present; unclear if additional protocols are expected or handled elsewhere.,2,Compliant,0.75,Method does not directly create replaceable service collaborators; uses existing methods and JDK types.,4,needs_more_context
